loan_amnt,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,purpose,loan_status,dti,installment,home_ownership,verification_status,emp_length,addr_state,Income Band,Default
12000,12000, 36 months,6.46,A,A1,65000.0,credit_card,Current,17.25,367.57,OWN,Source Verified,< 1 year,TX,Medium Income,0
13800,13800, 36 months,10.72,B,B2,77896.0,debt_consolidation,Current,9.72,449.97,MORTGAGE,Source Verified,< 1 year,CO,Medium Income,0
3600,3600, 36 months,8.19,A,A4,30000.0,credit_card,Late (31-120 days),7.24,113.13,OWN,Source Verified,5 years,MO,Low Income,0
6250,6250, 36 months,12.98,B,B5,85000.0,debt_consolidation,Current,12.95,210.53,MORTGAGE,Not Verified,5 years,NJ,High Income,0
7700,7700, 36 months,7.02,A,A2,39000.0,credit_card,Current,12.77,237.83,MORTGAGE,Not Verified,3 years,NC,Low Income,0
40000,40000, 60 months,11.8,B,B4,60000.0,credit_card,Current,13.66,885.75,MORTGAGE,Verified,5 years,NJ,Medium Income,0
32000,32000, 36 months,8.19,A,A4,135200.0,debt_consolidation,Current,14.73,1005.58,RENT,Not Verified,< 1 year,WA,Very High Income,0
1000,1000, 36 months,23.4,E,E1,16000.0,debt_consolidation,In Grace Period,11.78,38.92,RENT,Source Verified,< 1 year,MI,Low Income,0
15000,15000, 36 months,8.81,A,A5,103000.0,credit_card,Current,10.93,475.68,RENT,Not Verified,10+ years,NY,High Income,0
15000,15000, 60 months,18.94,D,D2,45000.0,debt_consolidation,Current,20.32,388.62,RENT,Not Verified,10+ years,CA,Medium Income,0
5000,5000, 36 months,8.81,A,A5,50000.0,debt_consolidation,Current,8.09,158.56,MORTGAGE,Not Verified,4 years,NY,Medium Income,0
20000,20000, 60 months,12.98,B,B5,40000.0,debt_consolidation,Current,22.47,454.86,RENT,Verified,1 year,VA,Low Income,0
9000,9000, 36 months,16.14,C,C4,52000.0,other,Current,13.85,317.04,MORTGAGE,Source Verified,< 1 year,AZ,Medium Income,0
4000,4000, 36 months,26.31,E,E4,31200.0,medical,Current,5.73,161.83,RENT,Source Verified,1 year,OH,Low Income,0
14000,14000, 36 months,11.31,B,B3,70000.0,debt_consolidation,Current,18.16,460.41,OWN,Not Verified,5 years,MA,Medium Income,0
6000,6000, 36 months,8.81,A,A5,36000.0,home_improvement,Current,21.93,190.27,MORTGAGE,Not Verified,10+ years,FL,Low Income,0
8000,8000, 36 months,16.14,C,C4,65867.0,debt_consolidation,Current,4.57,281.81,RENT,Not Verified,4 years,NY,Medium Income,0
10000,10000, 36 months,7.56,A,A3,67000.0,debt_consolidation,Current,29.34,311.34,RENT,Not Verified,8 years,OH,Medium Income,0
10000,10000, 36 months,7.56,A,A3,58240.0,debt_consolidation,Current,12.96,311.34,RENT,Not Verified,2 years,IL,Medium Income,0
1000,1000, 36 months,30.84,G,G2,33000.0,other,Fully Paid,10.4,42.92,RENT,Not Verified,5 years,ID,Low Income,0
10000,10000, 36 months,16.91,C,C5,40000.0,debt_consolidation,Current,10.56,356.08,MORTGAGE,Source Verified,< 1 year,NV,Low Income,0
8000,8000, 36 months,16.91,C,C5,85000.0,debt_consolidation,Current,20.51,284.87,MORTGAGE,Not Verified,10+ years,NJ,High Income,0
40000,40000, 36 months,7.02,A,A2,140000.0,home_improvement,Current,13.0,1235.45,OWN,Not Verified,10+ years,NY,Very High Income,0
8000,8000, 36 months,15.02,C,C3,20000.0,debt_consolidation,Current,28.45,277.41,RENT,Not Verified,2 years,AZ,Low Income,0
24250,24250, 36 months,13.56,C,C1,52000.0,debt_consolidation,Current,19.22,823.64,RENT,Source Verified,9 years,IL,Medium Income,0
8000,8000, 36 months,8.81,A,A5,145000.0,credit_card,Current,18.98,253.7,MORTGAGE,Not Verified,< 1 year,CA,Very High Income,0
16975,16975, 60 months,22.35,D,D5,180000.0,debt_consolidation,In Grace Period,18.92,472.22,MORTGAGE,Not Verified,8 years,NY,Very High Income,0
2000,2000, 36 months,11.8,B,B4,65000.0,other,Current,17.49,66.24,RENT,Source Verified,10+ years,MI,Medium Income,0
32000,32000, 60 months,12.98,B,B5,125000.0,debt_consolidation,Current,16.62,727.78,RENT,Source Verified,< 1 year,CA,Very High Income,0
7700,7700, 36 months,8.81,A,A5,53000.0,credit_card,Current,20.05,244.18,RENT,Source Verified,< 1 year,TX,Medium Income,0
9925,9925, 36 months,20.89,D,D4,105000.0,debt_consolidation,Current,44.77,373.37,MORTGAGE,Verified,10+ years,TX,High Income,0
12000,12000, 36 months,14.47,C,C2,71000.0,debt_consolidation,Current,24.07,412.88,RENT,Not Verified,10+ years,CA,Medium Income,0
6500,6500, 36 months,8.81,A,A5,30000.0,debt_consolidation,Current,24.8,206.13,RENT,Not Verified,10+ years,RI,Low Income,0
12000,12000, 36 months,7.02,A,A2,40000.0,debt_consolidation,Current,18.99,370.64,MORTGAGE,Source Verified,1 year,NC,Low Income,0
35000,35000, 60 months,14.47,C,C2,108000.0,debt_consolidation,Current,20.17,822.95,MORTGAGE,Source Verified,< 1 year,MD,High Income,0
5000,5000, 36 months,11.31,B,B3,55699.0,credit_card,Current,26.46,164.43,RENT,Source Verified,5 years,OH,Medium Income,0
18000,18000, 36 months,11.8,B,B4,80000.0,debt_consolidation,Current,20.96,596.14,OWN,Not Verified,10+ years,IL,Medium Income,0
7875,7875, 36 months,8.81,A,A5,32000.0,debt_consolidation,Current,29.11,249.73,OWN,Verified,10+ years,AR,Low Income,0
6000,6000, 36 months,10.72,B,B2,26000.0,debt_consolidation,Current,34.26,195.64,MORTGAGE,Not Verified,10+ years,AL,Low Income,0
9350,9350, 36 months,7.56,A,A3,45000.0,debt_consolidation,Current,30.64,291.11,MORTGAGE,Not Verified,< 1 year,VA,Medium Income,0
5550,5550, 36 months,16.14,C,C4,78870.0,home_improvement,Current,21.91,195.51,OWN,Source Verified,8 years,IL,Medium Income,0
40000,40000, 36 months,11.8,B,B4,97000.0,other,In Grace Period,9.48,1324.76,RENT,Verified,5 years,CA,High Income,0
12000,12000, 36 months,19.92,D,D3,87000.0,renewable_energy,Current,7.96,445.48,RENT,Source Verified,10+ years,FL,High Income,0
12000,12000, 36 months,10.33,B,B1,49452.0,debt_consolidation,Current,13.22,389.07,OWN,Verified,10+ years,TX,Medium Income,0
18000,18000, 60 months,10.33,B,B1,120000.0,debt_consolidation,Current,7.88,385.38,MORTGAGE,Not Verified,10+ years,FL,High Income,0
12000,12000, 36 months,6.46,A,A1,32000.0,debt_consolidation,Current,3.75,367.57,RENT,Not Verified,10+ years,NY,Low Income,0
8500,8500, 36 months,12.98,B,B5,56000.0,debt_consolidation,Current,21.73,286.32,RENT,Not Verified,3 years,FL,Medium Income,0
15000,15000, 36 months,12.98,B,B5,142000.0,debt_consolidation,Current,15.31,505.27,OWN,Source Verified,10+ years,CA,Very High Income,0
20000,20000, 60 months,19.92,D,D3,90000.0,debt_consolidation,Current,19.16,528.99,RENT,Source Verified,1 year,NJ,High Income,0
6000,6000, 36 months,18.94,D,D2,50000.0,debt_consolidation,Current,28.95,219.76,MORTGAGE,Verified,10+ years,CA,Medium Income,0
16000,16000, 60 months,16.14,C,C4,45000.0,debt_consolidation,Current,25.25,390.29,RENT,Source Verified,9 years,PA,Medium Income,0
5000,5000, 36 months,7.56,A,A3,60000.0,credit_card,Current,2.72,155.67,RENT,Not Verified,< 1 year,HI,Medium Income,0
12000,12000, 36 months,11.8,B,B4,60000.0,debt_consolidation,Current,8.45,397.43,MORTGAGE,Source Verified,5 years,TX,Medium Income,0
15000,15000, 36 months,8.19,A,A4,80000.0,credit_card,Current,31.94,471.37,MORTGAGE,Source Verified,10+ years,PA,Medium Income,0
8000,8000, 36 months,11.8,B,B4,110000.0,debt_consolidation,Current,29.15,264.96,OWN,Verified,10+ years,LA,High Income,0
22200,22200, 60 months,8.19,A,A4,80000.0,credit_card,Current,25.44,452.16,MORTGAGE,Source Verified,7 years,AR,Medium Income,0
16000,16000, 36 months,6.46,A,A1,104730.0,credit_card,Current,23.62,490.1,MORTGAGE,Not Verified,10+ years,TN,High Income,0
22675,22675, 60 months,17.97,D,D1,130000.0,debt_consolidation,Current,25.92,575.43,RENT,Not Verified,10+ years,NJ,Very High Income,0
8000,8000, 36 months,16.91,C,C5,85000.0,other,Current,11.26,284.87,RENT,Source Verified,5 years,GA,High Income,0
3000,3000, 36 months,12.98,B,B5,50882.0,debt_consolidation,Current,15.14,101.06,RENT,Source Verified,10+ years,CA,Medium Income,0
8000,8000, 36 months,8.81,A,A5,70000.0,small_business,Current,11.97,253.7,RENT,Not Verified,3 years,CA,Medium Income,0
15000,15000, 60 months,12.98,B,B5,28000.0,debt_consolidation,Current,28.52,341.15,RENT,Not Verified,10+ years,NY,Low Income,0
10000,10000, 60 months,8.19,A,A4,29837.0,debt_consolidation,Current,35.24,203.68,ANY,Source Verified,< 1 year,FL,Low Income,0
2000,2000, 36 months,16.14,C,C4,37500.0,medical,Current,22.85,70.46,RENT,Not Verified,10+ years,WA,Low Income,0
20000,20000, 60 months,11.8,B,B4,82500.0,credit_card,Current,8.1,442.88,RENT,Source Verified,10+ years,NJ,High Income,0
16000,16000, 36 months,14.47,C,C2,75000.0,credit_card,Current,30.18,550.51,RENT,Source Verified,3 years,NV,Medium Income,0
6000,6000, 36 months,11.8,B,B4,30160.0,credit_card,Current,7.96,198.72,RENT,Not Verified,1 year,PA,Low Income,0
2000,2000, 36 months,17.97,D,D1,68340.0,other,Current,27.88,72.28,MORTGAGE,Verified,10+ years,OR,Medium Income,0
36000,36000, 36 months,8.81,A,A5,114000.0,debt_consolidation,Current,36.45,1141.61,MORTGAGE,Not Verified,10+ years,FL,High Income,0
10000,10000, 36 months,11.31,B,B3,65000.0,debt_consolidation,Current,12.08,328.86,RENT,Source Verified,10+ years,CA,Medium Income,0
15000,15000, 36 months,23.4,E,E1,63000.0,other,Current,30.99,583.78,MORTGAGE,Not Verified,10+ years,NY,Medium Income,0
35000,35000, 60 months,16.91,C,C5,150000.0,credit_card,Current,8.72,868.15,MORTGAGE,Source Verified,10+ years,GA,Very High Income,0
15000,15000, 60 months,22.35,D,D5,90000.0,debt_consolidation,Current,2.36,417.28,MORTGAGE,Source Verified,10+ years,SC,High Income,0
12475,12475, 36 months,8.19,A,A4,92000.0,credit_card,Current,22.15,392.02,MORTGAGE,Verified,10+ years,OH,High Income,0
1000,1000, 36 months,14.47,C,C2,6000.0,credit_card,Current,15.2,34.41,OWN,Verified,3 years,FL,Low Income,0
35000,35000, 36 months,11.31,B,B3,93000.0,credit_card,Current,23.66,1151.01,MORTGAGE,Source Verified,10+ years,IN,High Income,0
30000,30000, 36 months,19.92,D,D3,165000.0,debt_consolidation,Current,38.63,1113.69,MORTGAGE,Not Verified,8 years,TX,Very High Income,0
1000,1000, 36 months,25.34,E,E3,74000.0,other,Current,23.87,39.94,RENT,Verified,4 years,TX,Medium Income,0
10000,10000, 36 months,10.72,B,B2,85000.0,debt_consolidation,Current,11.62,326.07,MORTGAGE,Source Verified,10+ years,TX,High Income,0
40000,40000, 60 months,8.19,A,A4,180000.0,debt_consolidation,Current,28.59,814.7,MORTGAGE,Source Verified,10+ years,CA,Very High Income,0
23000,23000, 60 months,17.97,D,D1,77000.0,debt_consolidation,Current,26.17,583.68,RENT,Verified,1 year,CA,Medium Income,0
5000,5000, 36 months,11.31,B,B3,15000.0,credit_card,Current,27.04,164.43,MORTGAGE,Source Verified,4 years,NM,Low Income,0
6200,6200, 36 months,26.31,E,E4,28000.0,moving,Current,35.92,250.83,RENT,Not Verified,< 1 year,NY,Low Income,0
10000,10000, 36 months,11.31,B,B3,100681.0,debt_consolidation,Late (31-120 days),2.12,328.86,MORTGAGE,Not Verified,9 years,CA,High Income,0
1000,1000, 36 months,15.02,C,C3,82000.0,other,Current,12.22,34.68,OWN,Source Verified,3 years,TN,High Income,0
20000,20000, 36 months,12.98,B,B5,115000.0,home_improvement,Fully Paid,4.02,673.69,MORTGAGE,Source Verified,8 years,AL,High Income,0
3500,3500, 36 months,16.14,C,C4,99000.0,house,Current,15.09,123.3,MORTGAGE,Not Verified,2 years,KY,High Income,0
30000,30000, 60 months,11.8,B,B4,50000.0,debt_consolidation,Current,21.84,664.31,RENT,Not Verified,5 years,VA,Medium Income,0
30000,30000, 60 months,16.91,C,C5,91000.0,debt_consolidation,Current,17.64,744.13,MORTGAGE,Source Verified,10+ years,TN,High Income,0
1800,1800, 36 months,7.02,A,A2,40000.0,debt_consolidation,Current,1.56,55.6,RENT,Not Verified,< 1 year,TX,Low Income,0
32800,32800, 60 months,8.19,A,A4,60000.0,credit_card,Current,29.56,668.06,MORTGAGE,Source Verified,3 years,TX,Medium Income,0
10000,10000, 36 months,16.91,C,C5,125000.0,debt_consolidation,Current,26.32,356.08,MORTGAGE,Not Verified,6 years,WA,Very High Income,0
15000,15000, 36 months,13.56,C,C1,100000.0,credit_card,Current,17.83,509.47,MORTGAGE,Source Verified,< 1 year,ND,High Income,0
22075,22075, 36 months,8.19,A,A4,25000.0,house,Current,23.09,693.69,OWN,Verified,10+ years,NC,Low Income,0
12000,12000, 36 months,10.72,B,B2,28000.0,credit_card,Current,24.11,391.28,RENT,Not Verified,1 year,NY,Low Income,0
5000,5000, 36 months,10.72,B,B2,18672.0,home_improvement,In Grace Period,11.57,163.04,OWN,Not Verified,10+ years,TX,Low Income,0
15000,15000, 60 months,13.56,C,C1,86000.0,credit_card,Current,29.18,345.62,MORTGAGE,Not Verified,5 years,IN,High Income,0
10000,10000, 36 months,12.98,B,B5,70000.0,credit_card,Current,12.53,336.85,RENT,Not Verified,1 year,CA,Medium Income,0
5000,5000, 36 months,23.4,E,E1,75000.0,debt_consolidation,Current,26.9,194.6,MORTGAGE,Not Verified,5 years,NY,Medium Income,0
10000,10000, 36 months,10.72,B,B2,52000.0,credit_card,Current,21.49,326.07,MORTGAGE,Not Verified,< 1 year,NJ,Medium Income,0
1200,1200, 36 months,25.34,E,E3,48000.0,vacation,Current,27.68,47.93,MORTGAGE,Verified,9 years,OH,Medium Income,0
5000,5000, 36 months,11.31,B,B3,65000.0,home_improvement,Current,15.88,164.43,MORTGAGE,Not Verified,10+ years,NM,Medium Income,0
5000,5000, 36 months,16.91,C,C5,120000.0,vacation,Current,8.2,178.04,RENT,Source Verified,4 years,HI,High Income,0
10200,10200, 36 months,8.19,A,A4,85000.0,debt_consolidation,Current,19.05,320.53,MORTGAGE,Not Verified,< 1 year,MI,High Income,0
6000,6000, 36 months,6.46,A,A1,52000.0,credit_card,Current,7.02,183.79,MORTGAGE,Source Verified,6 years,LA,Medium Income,0
3000,3000, 36 months,12.98,B,B5,21000.0,debt_consolidation,Current,24.97,101.06,RENT,Source Verified,10+ years,NY,Low Income,0
13000,13000, 36 months,26.31,E,E4,75000.0,credit_card,Current,32.02,525.93,RENT,Source Verified,8 years,CO,Medium Income,0
14500,14500, 60 months,10.72,B,B2,66663.0,debt_consolidation,Fully Paid,13.79,313.25,RENT,Not Verified,10+ years,PA,Medium Income,0
10000,10000, 36 months,11.31,B,B3,80000.0,debt_consolidation,Current,27.53,328.86,MORTGAGE,Not Verified,10+ years,CO,Medium Income,0
20000,20000, 36 months,8.81,A,A5,57000.0,debt_consolidation,Current,24.63,634.23,MORTGAGE,Verified,10+ years,DE,Medium Income,0
10000,10000, 36 months,10.33,B,B1,37000.0,credit_card,Current,11.81,324.23,RENT,Source Verified,5 years,MA,Low Income,0
33000,33000, 60 months,10.33,B,B1,120000.0,debt_consolidation,Current,24.5,706.53,MORTGAGE,Not Verified,< 1 year,PA,High Income,0
16000,16000, 36 months,11.31,B,B3,55000.0,car,Current,4.84,526.18,MORTGAGE,Source Verified,9 years,MT,Medium Income,0
10000,10000, 36 months,24.37,E,E2,78000.0,debt_consolidation,Current,5.31,394.28,MORTGAGE,Not Verified,10+ years,NY,Medium Income,0
10000,10000, 60 months,12.98,B,B5,53600.0,debt_consolidation,Current,10.17,227.43,MORTGAGE,Source Verified,5 years,AK,Medium Income,0
10000,10000, 36 months,8.81,A,A5,70000.0,debt_consolidation,Current,14.42,317.12,MORTGAGE,Not Verified,< 1 year,MI,Medium Income,0
8000,8000, 36 months,11.31,B,B3,110000.0,debt_consolidation,Current,6.01,263.09,RENT,Not Verified,7 years,OK,High Income,0
4800,4800, 36 months,13.56,C,C1,60000.0,credit_card,Current,13.86,163.03,RENT,Not Verified,10+ years,SC,Medium Income,0
16000,16000, 36 months,13.56,C,C1,80000.0,debt_consolidation,Current,16.92,543.43,OWN,Source Verified,10+ years,AL,Medium Income,0
20400,20400, 60 months,11.8,B,B4,103000.0,credit_card,Current,18.79,451.73,MORTGAGE,Not Verified,10+ years,KS,High Income,0
10000,10000, 60 months,27.27,E,E5,60000.0,vacation,Current,33.56,306.97,RENT,Not Verified,10+ years,NY,Medium Income,0
19000,19000, 60 months,8.19,A,A4,54000.0,debt_consolidation,Current,20.6,386.99,MORTGAGE,Not Verified,5 years,TX,Medium Income,0
15000,15000, 36 months,6.46,A,A1,82000.0,debt_consolidation,Current,26.08,459.47,MORTGAGE,Source Verified,8 years,NH,High Income,0
5000,5000, 36 months,8.19,A,A4,43500.0,debt_consolidation,Current,29.38,157.13,RENT,Not Verified,10+ years,NY,Medium Income,0
5400,5400, 36 months,18.94,D,D2,60000.0,home_improvement,Current,19.44,197.78,MORTGAGE,Not Verified,10+ years,IN,Medium Income,0
3600,3600, 36 months,17.97,D,D1,30000.0,debt_consolidation,Current,14.72,130.1,RENT,Not Verified,4 years,NY,Low Income,0
15000,15000, 60 months,11.8,B,B4,59000.0,debt_consolidation,Current,22.02,332.16,RENT,Not Verified,10+ years,PA,Medium Income,0
12000,12000, 60 months,16.14,C,C4,72000.0,debt_consolidation,Current,6.05,292.72,OWN,Source Verified,10+ years,FL,Medium Income,0
12000,12000, 60 months,14.47,C,C2,140000.0,credit_card,Current,20.62,282.16,MORTGAGE,Not Verified,10+ years,IN,Very High Income,0
3000,3000, 36 months,12.98,B,B5,13000.0,medical,Current,4.52,101.06,RENT,Source Verified,5 years,CA,Low Income,0
25000,25000, 36 months,15.02,C,C3,250000.0,home_improvement,Fully Paid,3.97,866.88,MORTGAGE,Source Verified,10+ years,MI,Very High Income,0
15000,15000, 60 months,26.31,E,E4,22000.0,other,Current,0.0,451.87,OWN,Verified,10+ years,MI,Low Income,0
10000,10000, 36 months,16.14,C,C4,50880.0,credit_card,Current,19.06,352.27,RENT,Verified,10+ years,MD,Medium Income,0
35000,35000, 36 months,8.81,A,A5,65000.0,debt_consolidation,Current,24.96,1109.9,OWN,Not Verified,< 1 year,TX,Medium Income,0
20000,20000, 60 months,17.97,D,D1,86000.0,credit_card,Current,13.98,507.55,RENT,Source Verified,6 years,CA,High Income,0
10000,10000, 36 months,15.02,C,C3,92000.0,credit_card,Fully Paid,21.97,346.76,MORTGAGE,Not Verified,3 years,TN,High Income,0
12000,12000, 60 months,22.35,D,D5,42000.0,debt_consolidation,Current,23.11,333.82,RENT,Source Verified,2 years,KS,Medium Income,0
40000,40000, 36 months,10.72,B,B2,125000.0,home_improvement,Current,36.22,1304.26,MORTGAGE,Source Verified,10+ years,TX,Very High Income,0
6500,6500, 36 months,7.02,A,A2,85000.0,debt_consolidation,Current,7.23,200.77,MORTGAGE,Not Verified,3 years,CA,High Income,0
1000,1000, 36 months,23.4,E,E1,60000.0,debt_consolidation,Current,28.42,38.92,MORTGAGE,Not Verified,10+ years,NJ,Medium Income,0
20000,20000, 36 months,13.56,C,C1,205000.0,credit_card,Current,22.49,679.29,MORTGAGE,Source Verified,2 years,OR,Very High Income,0
20000,20000, 60 months,11.8,B,B4,70000.0,debt_consolidation,Current,16.25,442.88,MORTGAGE,Not Verified,8 years,NC,Medium Income,0
15000,15000, 60 months,17.97,D,D1,90000.0,debt_consolidation,Current,23.2,380.66,MORTGAGE,Not Verified,< 1 year,NY,High Income,0
3600,3600, 36 months,7.02,A,A2,9000000.0,credit_card,Current,0.1,111.2,MORTGAGE,Source Verified,8 years,NJ,Very High Income,0
30000,30000, 36 months,11.8,B,B4,72000.0,other,Current,20.25,993.57,MORTGAGE,Source Verified,10+ years,GA,Medium Income,0
30000,30000, 36 months,15.02,C,C3,69000.0,debt_consolidation,Current,34.45,1040.26,MORTGAGE,Verified,10+ years,TX,Medium Income,0
12000,12000, 36 months,8.81,A,A5,38000.0,debt_consolidation,Current,18.92,380.54,RENT,Not Verified,3 years,AZ,Low Income,0
40000,40000, 60 months,14.47,C,C2,130000.0,debt_consolidation,Current,13.78,940.51,MORTGAGE,Verified,10+ years,MN,Very High Income,0
30000,30000, 36 months,7.02,A,A2,80000.0,credit_card,Current,21.65,926.59,MORTGAGE,Not Verified,< 1 year,GA,Medium Income,0
10000,10000, 36 months,16.14,C,C4,145000.0,car,Current,14.19,352.27,MORTGAGE,Not Verified,2 years,CA,Very High Income,0
19200,19200, 60 months,10.33,B,B1,100000.0,credit_card,Current,22.79,411.07,MORTGAGE,Source Verified,10+ years,CT,High Income,0
10000,10000, 60 months,14.47,C,C2,45000.0,credit_card,Current,5.79,235.13,ANY,Not Verified,10+ years,FL,Medium Income,0
10000,10000, 36 months,8.81,A,A5,50000.0,debt_consolidation,Current,6.79,317.12,MORTGAGE,Source Verified,10+ years,MA,Medium Income,0
24000,24000, 36 months,17.97,D,D1,250000.0,home_improvement,Current,2.64,867.3,OWN,Not Verified,< 1 year,NC,Very High Income,0
4800,4800, 36 months,20.89,D,D4,105000.0,debt_consolidation,Current,26.04,180.57,MORTGAGE,Not Verified,10+ years,NJ,High Income,0
23500,23500, 60 months,14.47,C,C2,45000.0,debt_consolidation,Current,37.63,552.55,RENT,Not Verified,10+ years,PA,Medium Income,0
8800,8800, 36 months,14.47,C,C2,80000.0,credit_card,Current,16.09,302.78,RENT,Not Verified,6 years,NC,Medium Income,0
12000,12000, 60 months,18.94,D,D2,90000.0,other,Current,14.4,310.9,MORTGAGE,Source Verified,< 1 year,DC,High Income,0
13000,13000, 36 months,15.02,C,C3,68000.0,debt_consolidation,Current,5.51,450.78,MORTGAGE,Not Verified,1 year,FL,Medium Income,0
9000,9000, 36 months,8.19,A,A4,70720.0,debt_consolidation,Current,20.28,282.82,MORTGAGE,Not Verified,10+ years,MN,Medium Income,0
35000,35000, 60 months,11.31,B,B3,117000.0,debt_consolidation,Current,20.51,766.41,MORTGAGE,Source Verified,4 years,CO,High Income,0
36000,36000, 36 months,8.19,A,A4,105000.0,credit_card,Current,13.37,1131.27,MORTGAGE,Not Verified,10+ years,CA,High Income,0
24000,24000, 36 months,14.47,C,C2,40000.0,credit_card,Current,44.82,825.76,RENT,Source Verified,8 years,NY,Low Income,0
8000,8000, 36 months,16.91,C,C5,48000.0,debt_consolidation,Current,13.63,284.87,RENT,Not Verified,1 year,NJ,Medium Income,0
13850,13850, 60 months,8.19,A,A4,50000.0,credit_card,Current,23.31,282.09,RENT,Source Verified,< 1 year,CA,Medium Income,0
16000,16000, 60 months,16.91,C,C5,61000.0,debt_consolidation,Current,29.51,396.87,MORTGAGE,Source Verified,7 years,WI,Medium Income,0
1000,1000, 36 months,13.56,C,C1,25000.0,debt_consolidation,Current,5.42,33.97,MORTGAGE,Source Verified,3 years,MI,Low Income,0
4200,4200, 36 months,6.46,A,A1,28500.0,debt_consolidation,Current,5.98,128.65,RENT,Not Verified,10+ years,PA,Low Income,0
7500,7500, 36 months,7.56,A,A3,127500.0,car,Fully Paid,12.83,233.51,MORTGAGE,Not Verified,10+ years,NC,Very High Income,0
15000,15000, 36 months,11.31,B,B3,130000.0,debt_consolidation,Current,13.22,493.29,RENT,Not Verified,4 years,WA,Very High Income,0
2400,2400, 36 months,14.47,C,C2,61000.0,debt_consolidation,Current,24.1,82.58,RENT,Not Verified,4 years,IN,Medium Income,0
22000,22000, 36 months,11.8,B,B4,73000.0,credit_card,Current,52.97,728.62,RENT,Verified,10+ years,WA,Medium Income,0
8000,8000, 36 months,8.19,A,A4,155000.0,credit_card,Current,9.71,251.4,MORTGAGE,Not Verified,5 years,NY,Very High Income,0
22000,22000, 60 months,25.34,E,E3,75000.0,debt_consolidation,Current,28.82,650.13,OWN,Verified,5 years,DE,Medium Income,0
10000,10000, 36 months,13.56,C,C1,40000.0,other,Current,38.22,339.65,RENT,Verified,3 years,TX,Low Income,0
10000,10000, 60 months,17.97,D,D1,80000.0,other,Current,18.47,253.78,MORTGAGE,Not Verified,10+ years,MI,Medium Income,0
22500,22500, 60 months,15.02,C,C3,65000.0,credit_card,Current,2.25,535.51,RENT,Source Verified,10+ years,NY,Medium Income,0
8000,8000, 36 months,7.02,A,A2,40000.0,debt_consolidation,Current,17.46,247.09,OWN,Source Verified,1 year,FL,Low Income,0
3300,3300, 36 months,26.31,E,E4,60000.0,other,Current,14.8,133.51,RENT,Not Verified,< 1 year,IN,Medium Income,0
32150,32150, 36 months,11.8,B,B4,260000.0,debt_consolidation,Current,9.33,1064.78,OWN,Not Verified,< 1 year,PA,Very High Income,0
14000,14000, 36 months,6.46,A,A1,72000.0,debt_consolidation,Current,12.63,428.84,RENT,Source Verified,< 1 year,VA,Medium Income,0
10000,10000, 60 months,17.97,D,D1,200000.0,car,Current,18.59,253.78,MORTGAGE,Source Verified,10+ years,NJ,Very High Income,0
6000,6000, 36 months,7.56,A,A3,155000.0,home_improvement,Current,19.84,186.81,MORTGAGE,Verified,4 years,NJ,Very High Income,0
12000,12000, 36 months,8.19,A,A4,34800.0,debt_consolidation,Current,24.79,377.09,RENT,Source Verified,10+ years,CA,Low Income,0
25000,25000, 36 months,11.31,B,B3,110000.0,credit_card,Current,9.96,822.15,RENT,Not Verified,5 years,NC,High Income,0
15100,15100, 36 months,7.02,A,A2,68000.0,credit_card,Current,22.33,466.39,MORTGAGE,Verified,7 years,MO,Medium Income,0
10000,10000, 60 months,19.92,D,D3,101000.0,credit_card,Current,12.54,264.5,RENT,Source Verified,< 1 year,TN,High Income,0
8000,8000, 36 months,12.98,B,B5,39000.0,credit_card,Current,19.17,269.48,RENT,Source Verified,10+ years,FL,Low Income,0
18000,18000, 60 months,8.81,A,A5,60000.0,debt_consolidation,Current,20.98,372.0,RENT,Not Verified,5 years,CA,Medium Income,0
5000,5000, 36 months,18.94,D,D2,125000.0,other,Current,2.22,183.13,RENT,Source Verified,< 1 year,MS,Very High Income,0
11000,11000, 36 months,11.8,B,B4,45000.0,debt_consolidation,Current,21.84,364.31,RENT,Source Verified,7 years,CA,Medium Income,0
40000,40000, 36 months,11.31,B,B3,3000.0,debt_consolidation,Current,855.2,1315.43,RENT,Source Verified,1 year,CA,Low Income,0
25000,25000, 60 months,18.94,D,D2,100000.0,debt_consolidation,Current,22.36,647.69,MORTGAGE,Source Verified,8 years,TX,High Income,0
30000,30000, 36 months,15.02,C,C3,48000.0,car,Current,33.2,1040.26,MORTGAGE,Verified,5 years,HI,Medium Income,0
20000,20000, 60 months,18.94,D,D2,25000.0,debt_consolidation,Current,8.98,518.16,RENT,Source Verified,< 1 year,OK,Low Income,0
7200,7200, 36 months,11.8,B,B4,58000.0,debt_consolidation,Current,19.3,238.46,MORTGAGE,Not Verified,10+ years,MI,Medium Income,0
40000,40000, 60 months,13.56,C,C1,87550.0,credit_card,Current,16.78,921.64,MORTGAGE,Source Verified,5 years,VA,High Income,0
8000,8000, 36 months,15.02,C,C3,28000.0,debt_consolidation,Current,18.26,277.41,RENT,Source Verified,3 years,NY,Low Income,0
4500,4500, 36 months,12.98,B,B5,45000.0,debt_consolidation,Current,4.48,151.58,RENT,Not Verified,< 1 year,NY,Medium Income,0
14000,14000, 60 months,19.92,D,D3,75000.0,debt_consolidation,Current,11.39,370.3,MORTGAGE,Not Verified,< 1 year,MI,Medium Income,0
